mins2017,pts2017,valid2017,mins2018,pts2018,valid2018,mins2019,pts2019,valid2019,diff,home,points
1365,41,1,1857,69,1,2220,73,1,3,0,0
1365,41,1,1857,69,1,2220,73,1,3,1,1
1365,41,1,1857,69,1,2220,73,1,3,0,0
136,5,1,0,0,0,0,0,1,3,0,0
136,5,1,0,0,0,0,0,1,2,1,0
136,5,1,0,0,0,0,0,1,4,0,0
136,5,1,0,0,0,0,0,1,2,1,0
136,5,1,0,0,0,0,0,1,4,1,0
136,5,1,0,0,0,0,0,1,3,0,0
136,5,1,0,0,0,0,0,1,3,1,0
136,5,1,0,0,0,0,0,1,3,0,0
0,0,0,0,0,0,1860,92,1,3,0,3
0,0,0,0,0,0,1860,92,1,2,1,1
0,0,0,0,0,0,1860,92,1,4,0,0
0,0,0,0,0,0,1860,92,1,2,1,12
0,0,0,0,0,0,1860,92,1,4,1,2
0,0,0,0,0,0,1860,92,1,3,0,3
0,0,0,0,0,0,1860,92,1,3,1,3
0,0,0,0,0,0,1860,92,1,3,0,2
0,0,0,758,28,1,3020,109,1,3,0,4
0,0,0,758,28,1,3020,109,1,2,1,1
0,0,0,758,28,1,3020,109,1,4,0,2
0,0,0,758,28,1,3020,109,1,2,1,0
0,0,0,758,28,1,3020,109,1,4,1,1
0,0,0,758,28,1,3020,109,1,3,0,1
0,0,0,758,28,1,3020,109,1,3,1,3
0,0,0,758,28,1,3020,109,1,3,0,2
0,0,0,0,0,0,2678,78,1,3,0,1
0,0,0,0,0,0,2678,78,1,2,1,1
0,0,0,0,0,0,2678,78,1,4,0,1
0,0,0,0,0,0,2678,78,1,2,1,1
0,0,0,0,0,0,2678,78,1,4,1,2
0,0,0,0,0,0,2678,78,1,3,0,1
0,0,0,0,0,0,2678,78,1,3,1,0
0,0,0,0,0,0,2678,78,1,3,0,1
0,0,0,514,24,1,207,9,1,3,0,0
0,0,0,514,24,1,207,9,1,2,1,0
0,0,0,514,24,1,207,9,1,4,0,0
0,0,0,514,24,1,207,9,1,2,1,0
0,0,0,514,24,1,207,9,1,4,1,0
0,0,0,514,24,1,207,9,1,3,0,0
0,0,0,514,24,1,207,9,1,3,1,0
0,0,0,514,24,1,207,9,1,3,0,0
0,0,0,0,0,1,16,1,1,3,0,0
0,0,0,0,0,1,16,1,1,2,1,0
0,0,0,0,0,1,16,1,1,4,0,0
0,0,0,0,0,1,16,1,1,2,1,0
0,0,0,0,0,1,16,1,1,4,1,0
0,0,0,0,0,1,16,1,1,3,0,0
0,0,0,0,0,1,16,1,1,3,1,0
0,0,0,0,0,1,16,1,1,3,0,0
0,0,0,686,26,1,1370,44,1,3,0,1
0,0,0,686,26,1,1370,44,1,2,1,0
0,0,0,686,26,1,1370,44,1,4,0,0
0,0,0,686,26,1,1370,44,1,2,1,1
0,0,0,686,26,1,1370,44,1,4,1,0
0,0,0,686,26,1,1370,44,1,3,0,1
0,0,0,686,26,1,1370,44,1,3,1,2
0,0,0,686,26,1,1370,44,1,3,0,1
2326,85,1,2058,73,1,1930,67,1,3,0,14
2326,85,1,2058,73,1,1930,67,1,2,1,2
2326,85,1,2058,73,1,1930,67,1,4,0,2
2326,85,1,2058,73,1,1930,67,1,2,1,2
2326,85,1,2058,73,1,1930,67,1,4,1,2
2326,85,1,2058,73,1,1930,67,1,3,0,2
2326,85,1,2058,73,1,1930,67,1,3,1,2
2326,85,1,2058,73,1,1930,67,1,3,0,2
0,0,0,0,0,0,572,27,1,3,0,0
0,0,0,0,0,0,572,27,1,2,1,0
0,0,0,0,0,0,572,27,1,4,0,0
0,0,0,0,0,0,572,27,1,2,1,0
0,0,0,0,0,0,572,27,1,4,1,0
0,0,0,0,0,0,572,27,1,3,0,0
0,0,0,0,0,0,572,27,1,3,1,0
0,0,0,0,0,0,572,27,1,3,0,1
0,0,0,0,0,0,0,0,0,3,0,0
0,0,0,0,0,0,0,0,0,2,1,0
0,0,0,0,0,0,0,0,0,4,0,0
0,0,0,0,0,0,0,0,0,2,1,0
0,0,0,0,0,0,0,0,0,4,1,0
0,0,0,0,0,0,0,0,0,3,0,0
0,0,0,0,0,0,0,0,0,3,1,0
0,0,0,0,0,0,0,0,0,3,0,0
1137,51,1,296,16,1,0,0,1,3,0,0
1137,51,1,296,16,1,0,0,1,2,1,0
1137,51,1,296,16,1,0,0,1,4,0,1
1137,51,1,296,16,1,0,0,1,2,1,0
1137,51,1,296,16,1,0,0,1,4,1,0
1137,51,1,296,16,1,0,0,1,3,0,9
1137,51,1,296,16,1,0,0,1,3,1,1
1137,51,1,296,16,1,0,0,1,3,0,2
1981,102,1,2528,168,1,2906,116,1,3,0,8
1981,102,1,2528,168,1,2906,116,1,2,1,2
1981,102,1,2528,168,1,2906,116,1,4,0,8
1981,102,1,2528,168,1,2906,116,1,2,1,16
1981,102,1,2528,168,1,2906,116,1,4,1,2
1981,102,1,2528,168,1,2906,116,1,3,0,5
1981,102,1,2528,168,1,2906,116,1,3,1,12
1981,102,1,2528,168,1,2906,116,1,3,0,2
2003,97,1,3165,181,1,2061,73,1,3,0,0
2003,97,1,3165,181,1,2061,73,1,2,1,1
2003,97,1,3165,181,1,2061,73,1,4,0,0
2003,97,1,3165,181,1,2061,73,1,2,1,4
2003,97,1,3165,181,1,2061,73,1,4,1,1
2003,97,1,3165,181,1,2061,73,1,3,0,3
2003,97,1,3165,181,1,2061,73,1,3,1,4
2003,97,1,3165,181,1,2061,73,1,3,0,0
0,0,0,0,0,0,2301,48,1,3,0,7
0,0,0,0,0,0,2301,48,1,2,1,0
0,0,0,0,0,0,2301,48,1,4,0,0
0,0,0,0,0,0,2301,48,1,2,1,1
0,0,0,0,0,0,2301,48,1,4,1,0
0,0,0,0,0,0,2301,48,1,3,0,2
0,0,0,0,0,0,2301,48,1,3,1,2
0,0,0,0,0,0,2301,48,1,3,0,1
0,0,0,0,0,0,0,0,1,2,1,0
0,0,0,0,0,0,0,0,1,4,0,0
0,0,0,0,0,0,0,0,1,2,1,0
0,0,0,0,0,0,0,0,1,4,0,0
0,0,0,0,0,0,0,0,1,2,1,1
0,0,0,0,0,0,0,0,1,5,0,1
0,0,0,0,0,0,0,0,1,4,1,2
0,0,0,0,0,0,0,0,1,4,0,2
0,0,0,0,0,0,1037,57,1,3,1,2
0,0,0,0,0,0,1037,57,1,3,0,0
0,0,0,0,0,0,1037,57,1,2,1,1
0,0,0,0,0,0,1037,57,1,4,0,1
0,0,0,0,0,0,1037,57,1,2,1,7
0,0,0,0,0,0,1037,57,1,5,0,0
0,0,0,0,0,0,1037,57,1,4,1,0
0,0,0,0,0,0,1037,57,1,4,0,0
0,0,0,0,0,0,1810,65,1,3,1,1
0,0,0,0,0,0,1810,65,1,3,0,1
0,0,0,0,0,0,1810,65,1,2,1,2
0,0,0,0,0,0,1810,65,1,4,0,8
0,0,0,0,0,0,1810,65,1,2,1,2
0,0,0,0,0,0,1810,65,1,5,0,1
0,0,0,0,0,0,1810,65,1,4,1,1
0,0,0,0,0,0,1810,65,1,4,0,6
0,0,0,0,0,0,3242,123,1,3,1,1
0,0,0,0,0,0,3242,123,1,3,0,2
0,0,0,0,0,0,3242,123,1,2,1,2
0,0,0,0,0,0,3242,123,1,4,0,1
0,0,0,0,0,0,3242,123,1,2,1,4
0,0,0,0,0,0,3242,123,1,5,0,1
0,0,0,0,0,0,3242,123,1,4,1,2
0,0,0,0,0,0,3242,123,1,4,0,0
0,0,0,0,0,0,2515,101,1,3,1,2
0,0,0,0,0,0,2515,101,1,3,0,2
0,0,0,0,0,0,2515,101,1,2,1,0
0,0,0,0,0,0,2515,101,1,4,0,1
0,0,0,0,0,0,2515,101,1,2,1,0
0,0,0,0,0,0,2515,101,1,5,0,0
0,0,0,0,0,0,2515,101,1,4,1,0
0,0,0,0,0,0,2515,101,1,4,0,0
0,0,0,0,0,0,3345,142,1,3,1,1
0,0,0,0,0,0,3345,142,1,3,0,2
0,0,0,0,0,0,3345,142,1,2,1,2
0,0,0,0,0,0,3345,142,1,4,0,1
0,0,0,0,0,0,3345,142,1,2,1,2
0,0,0,0,0,0,3345,142,1,5,0,0
0,0,0,0,0,0,3345,142,1,4,1,2
0,0,0,0,0,0,3345,142,1,4,0,0
0,0,0,0,0,0,180,3,1,3,1,0
0,0,0,0,0,0,180,3,1,3,0,0
0,0,0,0,0,0,180,3,1,2,1,0
0,0,0,0,0,0,180,3,1,4,0,0
0,0,0,0,0,0,180,3,1,2,1,0
0,0,0,0,0,0,180,3,1,5,0,0
0,0,0,0,0,0,180,3,1,4,1,0
0,0,0,0,0,0,180,3,1,4,0,0
0,0,1,0,0,0,3089,98,1,3,1,2
0,0,1,0,0,0,3089,98,1,3,0,0
0,0,1,0,0,0,3089,98,1,2,1,1
0,0,1,0,0,0,3089,98,1,4,0,0
0,0,1,0,0,0,3089,98,1,2,1,2
0,0,1,0,0,0,3089,98,1,5,0,0
0,0,1,0,0,0,3089,98,1,4,1,1
0,0,1,0,0,0,3089,98,1,4,0,2
0,0,0,0,0,0,0,0,0,3,1,0
0,0,0,0,0,0,0,0,0,3,0,0
0,0,0,0,0,0,0,0,0,2,1,0
0,0,0,0,0,0,0,0,0,4,0,0
0,0,0,0,0,0,0,0,0,2,1,0
0,0,0,0,0,0,0,0,0,5,0,0
0,0,0,0,0,0,0,0,0,4,1,0
0,0,0,0,0,0,0,0,0,4,0,0
0,0,0,0,0,0,3420,142,1,3,1,1
0,0,0,0,0,0,3420,142,1,3,0,2
0,0,0,0,0,0,3420,142,1,2,1,1
0,0,0,0,0,0,3420,142,1,4,0,4
0,0,0,0,0,0,3420,142,1,2,1,2
0,0,0,0,0,0,3420,142,1,5,0,1
0,0,0,0,0,0,3420,142,1,4,1,2
0,0,0,0,0,0,3420,142,1,4,0,0
0,0,0,0,0,0,504,14,1,3,1,0
0,0,0,0,0,0,504,14,1,3,0,0
0,0,0,0,0,0,504,14,1,2,1,2
0,0,0,0,0,0,504,14,1,4,0,1
0,0,0,0,0,0,504,14,1,2,1,5
0,0,0,0,0,0,504,14,1,5,0,0
0,0,0,0,0,0,504,14,1,4,1,0
0,0,0,0,0,0,504,14,1,4,0,0
0,0,0,0,0,0,3187,133,1,3,1,0
0,0,0,0,0,0,3187,133,1,3,0,-2
0,0,0,0,0,0,3187,133,1,2,1,0
0,0,0,0,0,0,3187,133,1,4,0,1
0,0,0,0,0,0,3187,133,1,2,1,2
0,0,0,0,0,0,3187,133,1,5,0,1
0,0,0,0,0,0,3187,133,1,4,1,2
0,0,0,0,0,0,3187,133,1,4,0,-1
0,0,0,0,0,0,2915,111,1,3,1,1
0,0,0,0,0,0,2915,111,1,3,0,2
0,0,0,0,0,0,2915,111,1,2,1,0
0,0,0,0,0,0,2915,111,1,4,0,0
0,0,0,0,0,0,2915,111,1,2,1,0
0,0,0,0,0,0,2915,111,1,5,0,0
0,0,0,0,0,0,2915,111,1,4,1,0
0,0,0,0,0,0,2915,111,1,4,0,0
0,0,0,0,0,0,2452,144,1,3,1,2
0,0,0,0,0,0,2452,144,1,3,0,-1
0,0,0,0,0,0,2452,144,1,2,1,2
0,0,0,0,0,0,2452,144,1,4,0,2
0,0,0,0,0,0,2452,144,1,2,1,2
0,0,0,0,0,0,2452,144,1,5,0,1
0,0,0,0,0,0,2452,144,1,4,1,1
0,0,0,0,0,0,2452,144,1,4,0,2
0,0,0,0,0,0,590,19,1,3,1,0
0,0,0,0,0,0,590,19,1,3,0,1
0,0,0,0,0,0,590,19,1,2,1,2
0,0,0,0,0,0,590,19,1,4,0,2
0,0,0,0,0,0,590,19,1,2,1,0
0,0,0,0,0,0,590,19,1,5,0,2
0,0,0,0,0,0,590,19,1,4,1,1
0,0,0,0,0,0,590,19,1,4,0,1
267,16,1,0,0,0,2105,86,1,3,1,1
267,16,1,0,0,0,2105,86,1,3,0,1
267,16,1,0,0,0,2105,86,1,2,1,1
267,16,1,0,0,0,2105,86,1,4,0,1
267,16,1,0,0,0,2105,86,1,2,1,2
267,16,1,0,0,0,2105,86,1,5,0,5
267,16,1,0,0,0,2105,86,1,4,1,2
267,16,1,0,0,0,2105,86,1,4,0,1
581,36,1,350,28,1,1223,84,1,3,1,0
581,36,1,350,28,1,1223,84,1,3,0,0
581,36,1,350,28,1,1223,84,1,2,1,0
581,36,1,350,28,1,1223,84,1,4,0,0
581,36,1,350,28,1,1223,84,1,2,1,0
581,36,1,350,28,1,1223,84,1,5,0,0
581,36,1,350,28,1,1223,84,1,4,1,0
581,36,1,350,28,1,1223,84,1,4,0,0
0,0,0,0,0,0,943,40,1,3,1,1
0,0,0,0,0,0,943,40,1,3,0,2
0,0,0,0,0,0,943,40,1,2,1,2
0,0,0,0,0,0,943,40,1,4,0,1
0,0,0,0,0,0,943,40,1,2,1,2
0,0,0,0,0,0,943,40,1,5,0,7
0,0,0,0,0,0,943,40,1,4,1,2
0,0,0,0,0,0,943,40,1,4,0,4
356,23,1,0,0,0,0,0,0,3,1,0
356,23,1,0,0,0,0,0,0,3,0,2
356,23,1,0,0,0,0,0,0,2,1,3
356,23,1,0,0,0,0,0,0,4,0,1
356,23,1,0,0,0,0,0,0,2,1,0
356,23,1,0,0,0,0,0,0,5,0,1
356,23,1,0,0,0,0,0,0,4,1,0
356,23,1,0,0,0,0,0,0,4,0,0
0,0,0,0,0,0,360,13,1,3,1,0
0,0,0,0,0,0,360,13,1,3,0,0
0,0,0,0,0,0,360,13,1,2,1,0
0,0,0,0,0,0,360,13,1,4,0,0
0,0,0,0,0,0,360,13,1,2,1,0
0,0,0,0,0,0,360,13,1,5,0,0
0,0,0,0,0,0,360,13,1,4,1,0
0,0,0,0,0,0,360,13,1,4,0,0
0,0,1,0,0,0,3330,126,1,3,1,1
0,0,1,0,0,0,3330,126,1,3,0,2
0,0,1,0,0,0,3330,126,1,2,1,4
0,0,1,0,0,0,3330,126,1,4,0,2
0,0,1,0,0,0,3330,126,1,2,1,3
0,0,1,0,0,0,3330,126,1,5,0,2
0,0,1,0,0,0,3330,126,1,4,1,4
0,0,1,0,0,0,3330,126,1,4,0,2
10,1,1,0,0,1,0,0,1,3,1,0
10,1,1,0,0,1,0,0,1,3,0,1
10,1,1,0,0,1,0,0,1,2,1,2
10,1,1,0,0,1,0,0,1,4,0,0
10,1,1,0,0,1,0,0,1,2,1,0
10,1,1,0,0,1,0,0,1,5,0,1
10,1,1,0,0,1,0,0,1,4,1,2
10,1,1,0,0,1,0,0,1,4,0,0
0,0,0,0,0,0,0,0,0,3,1,0
0,0,0,0,0,0,0,0,0,3,0,0
0,0,0,0,0,0,0,0,0,2,1,0
0,0,0,0,0,0,0,0,0,4,0,0
0,0,0,0,0,0,0,0,0,2,1,0
0,0,0,0,0,0,0,0,0,5,0,0
0,0,0,0,0,0,0,0,0,4,1,0
0,0,0,0,0,0,0,0,0,4,0,0
0,0,0,0,0,0,0,0,0,3,1,0
0,0,0,0,0,0,0,0,0,3,0,0
0,0,0,0,0,0,0,0,0,2,1,0
0,0,0,0,0,0,0,0,0,4,0,0
0,0,0,0,0,0,0,0,0,2,1,1
0,0,0,0,0,0,0,0,0,5,0,0
0,0,0,0,0,0,0,0,0,4,1,2
0,0,0,0,0,0,0,0,0,4,0,0
2063,60,1,329,22,1,240,6,1,3,1,0
2063,60,1,329,22,1,240,6,1,3,0,0
2063,60,1,329,22,1,240,6,1,2,1,0
2063,60,1,329,22,1,240,6,1,4,0,0
2063,60,1,329,22,1,240,6,1,2,1,0
2063,60,1,329,22,1,240,6,1,5,0,0
2063,60,1,329,22,1,240,6,1,4,1,0
2063,60,1,329,22,1,240,6,1,4,0,0
0,0,0,0,0,0,0,0,1,2,1,0
0,0,0,0,0,0,0,0,1,5,0,0
0,0,0,0,0,0,0,0,1,4,1,0
0,0,0,0,0,0,0,0,1,4,0,0
1214,62,1,2108,101,1,1281,63,1,4,0,0
1214,62,1,2108,101,1,1281,63,1,2,1,0
1214,62,1,2108,101,1,1281,63,1,3,0,0
1214,62,1,2108,101,1,1281,63,1,2,1,1
1214,62,1,2108,101,1,1281,63,1,2,1,0
1214,62,1,2108,101,1,1281,63,1,4,0,5
1214,62,1,2108,101,1,1281,63,1,3,1,0
1214,62,1,2108,101,1,1281,63,1,3,0,5
1214,62,1,2108,101,1,1281,63,1,2,1,6
1570,53,1,1260,66,1,1386,62,1,3,0,1
1570,53,1,1260,66,1,1386,62,1,4,1,1
1570,53,1,1260,66,1,1386,62,1,2,0,0
1570,53,1,1260,66,1,1386,62,1,2,1,1
1570,53,1,1260,66,1,1386,62,1,4,0,1
1570,53,1,1260,66,1,1386,62,1,3,1,0
1570,53,1,1260,66,1,1386,62,1,3,0,1
1570,53,1,1260,66,1,1386,62,1,2,1,1
3135,103,1,2160,56,1,2742,75,1,3,0,2
3135,103,1,2160,56,1,2742,75,1,4,1,-1
3135,103,1,2160,56,1,2742,75,1,2,0,8
3135,103,1,2160,56,1,2742,75,1,2,1,6
3135,103,1,2160,56,1,2742,75,1,4,0,1
3135,103,1,2160,56,1,2742,75,1,3,1,6
3135,103,1,2160,56,1,2742,75,1,3,0,2
3135,103,1,2160,56,1,2742,75,1,2,1,0
1620,52,1,2250,73,1,2520,104,1,3,0,2
1620,52,1,2250,73,1,2520,104,1,4,1,0
1620,52,1,2250,73,1,2520,104,1,2,0,6
1620,52,1,2250,73,1,2520,104,1,2,1,9
1620,52,1,2250,73,1,2520,104,1,4,0,1
1620,52,1,2250,73,1,2520,104,1,3,1,6
1620,52,1,2250,73,1,2520,104,1,3,0,3
1620,52,1,2250,73,1,2520,104,1,2,1,6
2897,68,1,2131,55,1,1855,51,1,3,0,2
2897,68,1,2131,55,1,1855,51,1,4,1,0
2897,68,1,2131,55,1,1855,51,1,2,0,3
2897,68,1,2131,55,1,1855,51,1,2,1,11
2897,68,1,2131,55,1,1855,51,1,4,0,1
2897,68,1,2131,55,1,1855,51,1,3,1,3
2897,68,1,2131,55,1,1855,51,1,3,0,2
2897,68,1,2131,55,1,1855,51,1,2,1,2
1938,72,1,3272,137,1,2763,107,1,3,0,2
1938,72,1,3272,137,1,2763,107,1,4,1,0
1938,72,1,3272,137,1,2763,107,1,2,0,0
1938,72,1,3272,137,1,2763,107,1,2,1,1
1938,72,1,3272,137,1,2763,107,1,4,0,2
1938,72,1,3272,137,1,2763,107,1,3,1,3
1938,72,1,3272,137,1,2763,107,1,3,0,0
1938,72,1,3272,137,1,2763,107,1,2,1,1
262,18,1,1650,90,1,2800,198,1,3,0,2
262,18,1,1650,90,1,2800,198,1,4,1,11
262,18,1,1650,90,1,2800,198,1,2,0,9
262,18,1,1650,90,1,2800,198,1,2,1,2
262,18,1,1650,90,1,2800,198,1,4,0,7
262,18,1,1650,90,1,2800,198,1,3,1,10
262,18,1,1650,90,1,2800,198,1,3,0,6
262,18,1,1650,90,1,2800,198,1,2,1,0
1980,58,1,1697,47,1,2451,85,1,3,0,2
1980,58,1,1697,47,1,2451,85,1,4,1,-1
1980,58,1,1697,47,1,2451,85,1,2,0,0
1980,58,1,1697,47,1,2451,85,1,2,1,0
1980,58,1,1697,47,1,2451,85,1,4,0,0
1980,58,1,1697,47,1,2451,85,1,3,1,0
1980,58,1,1697,47,1,2451,85,1,3,0,0
1980,58,1,1697,47,1,2451,85,1,2,1,7
0,0,0,1421,75,1,1706,98,1,3,0,0
0,0,0,1421,75,1,1706,98,1,4,1,2
0,0,0,1421,75,1,1706,98,1,2,0,3
0,0,0,1421,75,1,1706,98,1,2,1,6
0,0,0,1421,75,1,1706,98,1,4,0,0
0,0,0,1421,75,1,1706,98,1,3,1,3
0,0,0,1421,75,1,1706,98,1,3,0,5
0,0,0,1421,75,1,1706,98,1,2,1,10
0,0,0,2027,50,1,1496,51,1,3,0,1
0,0,0,2027,50,1,1496,51,1,4,1,0
0,0,0,2027,50,1,1496,51,1,2,0,6
0,0,0,2027,50,1,1496,51,1,2,1,7
0,0,0,2027,50,1,1496,51,1,4,0,7
0,0,0,2027,50,1,1496,51,1,3,1,6
0,0,0,2027,50,1,1496,51,1,3,0,7
0,0,0,2027,50,1,1496,51,1,2,1,6
1708,84,1,1940,94,1,3420,117,1,3,0,2
1708,84,1,1940,94,1,3420,117,1,4,1,2
1708,84,1,1940,94,1,3420,117,1,2,0,3
1708,84,1,1940,94,1,3420,117,1,2,1,3
1708,84,1,1940,94,1,3420,117,1,4,0,2
1708,84,1,1940,94,1,3420,117,1,3,1,11
1708,84,1,1940,94,1,3420,117,1,3,0,17
1708,84,1,1940,94,1,3420,117,1,2,1,3
0,0,0,1080,47,1,900,29,1,3,0,0
0,0,0,1080,47,1,900,29,1,4,1,0
0,0,0,1080,47,1,900,29,1,2,0,0
0,0,0,1080,47,1,900,29,1,2,1,0
0,0,0,1080,47,1,900,29,1,4,0,0
0,0,0,1080,47,1,900,29,1,3,1,0
0,0,0,1080,47,1,900,29,1,3,0,0
0,0,0,1080,47,1,900,29,1,2,1,0
1206,55,1,0,0,1,753,34,1,3,0,0
1206,55,1,0,0,1,753,34,1,4,1,0
1206,55,1,0,0,1,753,34,1,2,0,0
1206,55,1,0,0,1,753,34,1,2,1,0
1206,55,1,0,0,1,753,34,1,4,0,0
1206,55,1,0,0,1,753,34,1,3,1,0
1206,55,1,0,0,1,753,34,1,3,0,0
1206,55,1,0,0,1,753,34,1,2,1,0
160,8,1,208,11,1,0,0,0,3,0,0
160,8,1,208,11,1,0,0,0,4,1,0
160,8,1,208,11,1,0,0,0,2,0,0
160,8,1,208,11,1,0,0,0,2,1,0
160,8,1,208,11,1,0,0,0,4,0,0
160,8,1,208,11,1,0,0,0,3,1,0
160,8,1,208,11,1,0,0,0,3,0,0
160,8,1,208,11,1,0,0,0,2,1,0
188,13,1,374,28,1,944,32,1,3,0,1
188,13,1,374,28,1,944,32,1,4,1,3
188,13,1,374,28,1,944,32,1,2,0,6
188,13,1,374,28,1,944,32,1,2,1,5
188,13,1,374,28,1,944,32,1,4,0,1
188,13,1,374,28,1,944,32,1,3,1,5
188,13,1,374,28,1,944,32,1,3,0,1
188,13,1,374,28,1,944,32,1,2,1,9
427,22,1,2150,49,1,3057,84,1,3,0,1
427,22,1,2150,49,1,3057,84,1,4,1,0
427,22,1,2150,49,1,3057,84,1,2,0,8
427,22,1,2150,49,1,3057,84,1,2,1,6
427,22,1,2150,49,1,3057,84,1,4,0,1
427,22,1,2150,49,1,3057,84,1,3,1,6
427,22,1,2150,49,1,3057,84,1,3,0,1
427,22,1,2150,49,1,3057,84,1,2,1,6
0,0,0,0,0,0,1095,78,1,3,0,2
0,0,0,0,0,0,1095,78,1,4,1,1
0,0,0,0,0,0,1095,78,1,2,0,5
0,0,0,0,0,0,1095,78,1,2,1,2
0,0,0,0,0,0,1095,78,1,4,0,11
0,0,0,0,0,0,1095,78,1,3,1,8
0,0,0,0,0,0,1095,78,1,3,0,5
0,0,0,0,0,0,1095,78,1,2,1,7
0,0,0,1709,54,1,778,18,1,3,0,0
0,0,0,1709,54,1,778,18,1,4,1,0
0,0,0,1709,54,1,778,18,1,2,0,0
0,0,0,1709,54,1,778,18,1,2,1,0
0,0,0,1709,54,1,778,18,1,4,0,0
0,0,0,1709,54,1,778,18,1,3,1,0
0,0,0,1709,54,1,778,18,1,3,0,0
0,0,0,1709,54,1,778,18,1,2,1,0
0,0,0,0,0,0,389,24,1,3,0,2
0,0,0,0,0,0,389,24,1,4,1,1
0,0,0,0,0,0,389,24,1,2,0,0
0,0,0,0,0,0,389,24,1,2,1,0
0,0,0,0,0,0,389,24,1,4,0,0
0,0,0,0,0,0,389,24,1,3,1,0
0,0,0,0,0,0,389,24,1,3,0,0
0,0,0,0,0,0,389,24,1,2,1,0
0,0,0,0,0,0,90,2,1,3,0,0
0,0,0,0,0,0,90,2,1,4,1,0
0,0,0,0,0,0,90,2,1,2,0,0
0,0,0,0,0,0,90,2,1,2,1,0
0,0,0,0,0,0,90,2,1,4,0,0
0,0,0,0,0,0,90,2,1,3,1,0
0,0,0,0,0,0,90,2,1,3,0,0
0,0,0,0,0,0,90,2,1,2,1,0
8,1,1,134,13,1,655,45,1,3,0,0
8,1,1,134,13,1,655,45,1,4,1,0
8,1,1,134,13,1,655,45,1,2,0,1
8,1,1,134,13,1,655,45,1,2,1,0
8,1,1,134,13,1,655,45,1,4,0,0
8,1,1,134,13,1,655,45,1,3,1,0
8,1,1,134,13,1,655,45,1,3,0,0
8,1,1,134,13,1,655,45,1,2,1,0
0,0,0,0,0,0,920,40,1,3,0,1
0,0,0,0,0,0,920,40,1,4,1,5
0,0,0,0,0,0,920,40,1,2,0,3
0,0,0,0,0,0,920,40,1,2,1,5
0,0,0,0,0,0,920,40,1,4,0,0
0,0,0,0,0,0,920,40,1,3,1,0
0,0,0,0,0,0,920,40,1,3,0,0
0,0,0,0,0,0,920,40,1,2,1,3
0,0,0,0,0,0,0,0,0,3,0,0
0,0,0,0,0,0,0,0,0,4,1,0
0,0,0,0,0,0,0,0,0,2,0,0
0,0,0,0,0,0,0,0,0,2,1,0
0,0,0,0,0,0,0,0,0,4,0,0
0,0,0,0,0,0,0,0,0,3,1,0
0,0,0,0,0,0,0,0,0,3,0,0
0,0,0,0,0,0,0,0,0,2,1,0
1800,73,1,90,2,1,0,0,1,3,0,0
1800,73,1,90,2,1,0,0,1,4,1,0
1800,73,1,90,2,1,0,0,1,2,0,0
1800,73,1,90,2,1,0,0,1,2,1,0
1800,73,1,90,2,1,0,0,1,4,0,0
1800,73,1,90,2,1,0,0,1,3,1,0
1800,73,1,90,2,1,0,0,1,3,0,0
1800,73,1,90,2,1,0,0,1,2,1,0
0,0,0,0,0,0,2,1,1,3,0,0
0,0,0,0,0,0,2,1,1,4,1,1
0,0,0,0,0,0,2,1,1,2,0,1
0,0,0,0,0,0,2,1,1,2,1,0
0,0,0,0,0,0,2,1,1,4,0,1
0,0,0,0,0,0,2,1,1,3,1,0
0,0,0,0,0,0,2,1,1,3,0,0
0,0,0,0,0,0,2,1,1,2,1,0
0,0,0,0,0,0,0,0,0,4,0,1
0,0,0,0,0,0,0,0,0,3,1,1
0,0,0,0,0,0,0,0,0,3,0,0
0,0,0,0,0,0,0,0,0,2,1,0
0,0,0,0,0,0,0,0,1,3,1,1
0,0,0,0,0,0,0,0,1,3,0,0
0,0,0,0,0,0,0,0,1,2,1,0
0,0,0,90,1,1,0,0,1,2,1,0
3240,144,1,2970,145,1,1808,98,1,3,1,3
3240,144,1,2970,145,1,1808,98,1,3,0,2
3240,144,1,2970,145,1,1808,98,1,2,1,2
3240,144,1,2970,145,1,1808,98,1,4,0,2
3240,144,1,2970,145,1,1808,98,1,3,1,1
3240,144,1,2970,145,1,1808,98,1,2,0,9
3240,144,1,2970,145,1,1808,98,1,2,1,2
3240,144,1,2970,145,1,1808,98,1,2,0,6
800,24,1,1792,86,1,1753,47,1,3,1,0
800,24,1,1792,86,1,1753,47,1,3,0,0
800,24,1,1792,86,1,1753,47,1,2,1,0
800,24,1,1792,86,1,1753,47,1,4,0,0
800,24,1,1792,86,1,1753,47,1,3,1,0
800,24,1,1792,86,1,1753,47,1,2,0,0
800,24,1,1792,86,1,1753,47,1,2,1,0
800,24,1,1792,86,1,1753,47,1,2,0,0
1385,58,1,2329,76,1,2451,69,1,3,1,1
1385,58,1,2329,76,1,2451,69,1,3,0,0
1385,58,1,2329,76,1,2451,69,1,2,1,0
1385,58,1,2329,76,1,2451,69,1,4,0,2
1385,58,1,2329,76,1,2451,69,1,3,1,2
1385,58,1,2329,76,1,2451,69,1,2,0,3
1385,58,1,2329,76,1,2451,69,1,2,1,2
1385,58,1,2329,76,1,2451,69,1,2,0,3
1177,43,1,2921,107,1,2957,97,1,3,1,2
1177,43,1,2921,107,1,2957,97,1,3,0,0
1177,43,1,2921,107,1,2957,97,1,2,1,0
